School Name,State,Degree Level,Acceptance Rate,Average SAT,Undergraduate Students,White,Black,Hispanic,Asian,Net Price,4 Year Graduation Rate,Median Debt @ Graduation,Percent Female,First Generation,Median Family Income,Median Earnings @ 10 Years Post Grad,Mean Earnings @ 10 Years Post Grad,90th Percentile Earnings
University of Wisconsin-Stevens Point,WI,3,89.05,1120,6995,0.8609,0.0163,0.0436,0.0279,14009,0.529439696,21503,0.543250689,0.30571934,63571.5,43600,52021,65700
North Dakota State University-Main Campus,ND,3,95.68,1120,9795,0.8637,0.0306,0.0311,0.0143,16875,0.572872134,23199,0.478885316,0.172780797,80195,55500,62203,93700
Culver-Stockton College,MO,3,96.95,1120,854,0.6827,0.1475,0.0749,0.0117,22198,0.481967213,26000,0.523489933,0.318761384,52223.5,40100,46092,68300
Arkansas State University,AR,3,69.51,1120,7463,0.6873,0.1443,0.0472,0.01,11857,0.396875,20500,0.610874916,0.388266797,33450,36600,42617,67100
Mount Vernon Nazarene University,OH,3,85.33,1120,1481,0.8764,0.0236,0.0277,0.0074,23247,0.458585859,25000,0.64453524,0.37593985,55970,50000,49555,78400
University of Nebraska at Kearney,NE,3,85.99,1120,4159,0.7408,0.0243,0.1455,0.0072,17417,0.458834413,19500,0.618660287,0.343830666,56349.5,45800,50105,72400
University of South Alabama,AL,3,65.36,1120,8171,0.6036,0.2224,0.0466,0.0405,16717,0.422551253,24929,0.622936763,0.334257975,36199,46800,49379,78800
Bryn Athyn College of the New Church,PA,3,79.97,1120,271,0.5793,0.1661,0.0037,0.0406,19637,0.337209302,22250,0.522875817,0.338129496,53222,40457,40457,0
University of Central Arkansas,AR,3,91.21,1120,7563,0.6508,0.1731,0.0673,0.0213,15889,0.391435986,20346,0.616556129,0.345958922,37082,42500,45938,73600
Wichita State University,KS,3,94.85,1120,10304,0.5791,0.0589,0.1595,0.0722,13299,0.43140429,20500,0.593413979,0.363389328,43391,45400,51532,78100
University of Connecticut-Hartford Campus,CT,3,97.3,1120,1500,0.4373,0.142,0.1913,0.1613,11477,0.736753776,21500,0.530965508,0.266493293,67737,66000,73997,101800
Maranatha Baptist University,WI,3,75.08,1120,571,0.8529,0.0175,0.0595,0.014,22301,0.446078431,14143,0.556164384,0.191549296,49012,38700,45593,68100
Central College,IA,3,79.24,1120,1135,0.8529,0.0282,0.0502,0.0097,22578,0.602076125,26984,0.489619377,0.214801444,81191.5,48400,54317,77700
Delaware Valley University,PA,3,95.43,1120,1631,0.7032,0.0987,0.0871,0.0123,29160,0.500848896,25000,0.535553555,0.363285024,65247,44700,55838,79600
University of La Verne,CA,3,73.51,1120,3363,0.1653,0.0758,0.623,0.0508,25892,0.540900444,23500,0.624386826,0.506208609,35393.5,52700,65464,96200
Bowling Green State University-Main Campus,OH,3,78.66,1120,12223,0.8008,0.0673,0.0488,0.0117,20879,0.520510255,25000,0.601310686,0.303294847,63845,45300,47896,73400
Longwood University,VA,3,87.79,1120,3009,0.7225,0.1063,0.0651,0.0153,20679,0.495016611,25000,0.687763713,0.278876835,72594,45300,52347,71000
West Virginia University,WV,3,88.38,1120,18370,0.8158,0.0317,0.0422,0.0165,12347,0.493481222,22500,0.501255903,0.303916338,60096,52700,55939,93600
Concordia University-Nebraska,NE,3,90.84,1120,1138,0.7592,0.029,0.0501,0.0088,22537,0.604719764,25750,0.488448845,0.182758621,73277,44100,52415,68500
Texas Lutheran University,TX,3,91.83,1120,1307,0.4124,0.0972,0.4246,0.0099,21308,0.475675676,25000,0.484463277,0.355421687,62200,51100,53863,86000
University of Connecticut-Stamford,CT,3,92.18,1120,2246,0.305,0.1474,0.3406,0.1015,13933,0.736753776,21500,0.530965508,0.266493293,67737,66000,73997,101800
Georgian Court University,NJ,3,75.79,1120,1166,0.5111,0.0849,0.1501,0.0197,19311,0.644329897,21816,0.728932584,0.421135647,45776.5,43600,53096,70300
Buena Vista University,IA,3,77.27,1120,1419,0.7787,0.0289,0.1135,0.0092,18475,0.564473684,25000,0.689291101,0.352553542,40952,42600,49156,65900
Toccoa Falls College,GA,3,68.01,1110,835,0.7365,0.1078,0.0671,0.0311,20663,0.459915612,22250,0.507070707,0.299568966,39310,32200,36630,52700
Florida Gulf Coast University,FL,3,74.39,1110,13788,0.5984,0.06,0.2431,0.0186,10161,0.467403736,17622,0.594009983,0.359480054,43546,45800,54560,75600
Gardner-Webb University,NC,3,74.95,1110,1811,0.5362,0.1717,0.0431,0.0094,20984,0.459574468,24222,0.673913044,0.354704413,36485.5,41600,48039,70200
University of Akron Main Campus,OH,3,82.87,1110,10099,0.7162,0.1232,0.037,0.0411,14222,0.38427125,23250,0.501433056,0.363649786,44867,41800,46600,70800
East Tennessee State University,TN,3,85.26,1110,9772,0.7456,0.0669,0.0393,0.018,12886,0.492142583,19442,0.583421666,0.376894809,33885,40600,44859,69400
The University of Texas at Tyler,TX,3,93.87,1110,6568,0.5161,0.1076,0.2602,0.0467,13381,0.531862745,17137,0.599025974,0.391226819,33582.5,50500,57053,87400
University of Hawaii at Manoa,HI,3,72.77,1110,13915,0.2042,0.0148,0.1388,0.336,11753,0.524629555,18500,0.598799631,0.338430684,40609,51800,57624,89000
Marywood University,PA,3,80.76,1110,1793,0.7769,0.0257,0.0976,0.0201,20342,0.634199134,26186,0.726244344,0.294964029,66370.5,43200,55817,70100
Midway University,KY,3,93.76,1110,1187,0.7127,0.1011,0.0708,0.0067,22109,0.344947735,21301,0.783359498,0.434563758,31774,37400,44246,66400
Wartburg College,IA,3,97.45,1110,1402,0.7939,0.0428,0.0414,0.0064,22869,0.690322581,27000,0.541411043,0.173501577,83925.5,50600,56201,80900
Hartwick College,NY,3,59.72,1110,1085,0.5825,0.1447,0.0986,0.0221,23430,0.402061856,27000,0.5712,0.270868825,64836,49500,61107,93100
Friends University,KS,3,63.27,1110,993,0.5206,0.1168,0.1944,0.0141,22082,0.411764706,25000,0.552262091,0.357627119,45678,46900,52113,85900
Oral Roberts University,OK,3,78.37,1110,3250,0.3732,0.1437,0.1566,0.0462,21953,0.456164384,27000,0.605820106,0.309352518,43800.5,43100,46885,78200
Carson-Newman University,TN,3,79.78,1110,1426,0.7328,0.094,0.054,0.0105,18584,0.515810277,21500,0.56142132,0.346609257,47177,41300,48382,68300
The University of Texas at Arlington,TX,3,80.8,1110,30503,0.2497,0.1504,0.3768,0.1405,14244,0.494045332,17527,0.664199279,0.43769156,36453.5,54000,63199,88100
Florida Atlantic University,FL,3,81.32,1110,23074,0.4039,0.1869,0.2895,0.0392,8636,0.522508591,17236,0.612283704,0.387772831,28064.5,48300,56746,84800
Illinois State University,IL,3,86.24,1110,18019,0.6859,0.1052,0.1295,0.0265,19966,0.644597701,20482,0.562434964,0.296435012,67099.5,51600,62117,81200
The University of Texas at San Antonio,TX,3,86.9,1110,29112,0.1957,0.0814,0.6076,0.0566,12911,0.502711324,20500,0.541674384,0.388502455,36359.5,49600,57131,81400
Gwynedd Mercy University,PA,3,58.42,1110,1217,0.6196,0.166,0.0707,0.0649,28217,0.638198758,25000,0.776432607,0.43715847,41705,56500,67145,87600
Bridgewater State University,MA,3,87.71,1110,7911,0.7033,0.1092,0.0948,0.021,18707,0.584476844,24286,0.592782357,0.341421569,57864,47900,57466,71100
St. Thomas Aquinas College,NY,3,88.61,1110,1016,0.5039,0.1742,0.1693,0.0246,21894,0.510273973,23198,0.518726592,0.316666667,61972,50500,62909,85500
SUNY College at Old Westbury,NY,3,92.1,1110,3800,0.2534,0.2571,0.3103,0.1213,11639,0.485632184,14997,0.615720524,0.393885949,30996,47500,58526,87000
Salem State University,MA,3,92.66,1110,4592,0.5719,0.0936,0.2173,0.0292,18359,0.525498891,25000,0.647092199,0.402597403,43677,47100,56662,74700
University of Maine at Farmington,ME,3,94.17,1110,1217,0.8751,0.0247,0.037,0.0049,13698,0.431411531,24499,0.676258993,0.324382385,53596,37500,44433,55900
University of Connecticut-Waterbury Campus,CT,3,97.91,1110,751,0.4434,0.0892,0.277,0.1092,9525,0.736753776,21500,0.530965508,0.266493293,67737,66000,73997,101800
Murray State University,KY,3,83.98,1110,6588,0.7763,0.0589,0.0296,0.0083,11072,0.50994152,20500,0.626537217,0.3395574,46064,42300,44737,71900
University of Southern Maine,ME,3,85.43,1110,4322,0.7682,0.078,0.0451,0.0257,12137,0.401816911,19060,0.607814761,0.328369906,35814.5,44400,49958,70100
Piedmont University,GA,3,64.35,1110,1212,0.6724,0.1262,0.1048,0.014,18732,0.509302326,25000,0.6679198,0.314864865,42868.5,43400,49130,67100
Carroll College,MT,3,78.08,1110,1108,0.7996,0.0063,0.0551,0.0135,22470,0.650847458,25757,0.603846154,0.197183099,82088.5,49200,61772,81400
Randolph College,VA,3,95.01,1110,461,0.5813,0.2126,0.0781,0.0239,22428,0.572519084,26950,0.714689266,0.262686567,61543,41500,53409,71100
University of Mount Union,OH,3,75.75,1110,1867,0.775,0.0691,0.03,0.0118,22961,0.649694501,27000,0.453230473,0.224924012,74635,48600,53217,76700
Elmhurst University,IL,3,76.01,1110,2897,0.4867,0.0525,0.282,0.0766,22415,0.650773196,20489,0.607428988,0.351910828,49618,51600,61462,85700
Brigham Young University-Idaho,ID,3,95.56,1110,42213,0.6356,0.0274,0.1879,0.0143,6968,0.326196293,13969,0.538264606,0.243489831,42100,49400,53406,88300
Winthrop University,SC,3,69.76,1110,3376,0.5136,0.3252,0.0735,0.0195,16576,0.546539379,26975,0.685446009,0.282110092,42330,39800,47185,64600
University of Northern Colorado,CO,3,78.54,1110,6024,0.6116,0.0443,0.2533,0.0214,17465,0.498178506,20470,0.651035468,0.35173132,51738,47100,52231,74500
Coastal Carolina University,SC,3,78.63,1110,9495,0.7038,0.1425,0.062,0.0098,12952,0.467395264,23750,0.534655372,0.26561862,55785.5,44500,47258,70100
Western Michigan University,MI,3,84.55,1110,13264,0.691,0.084,0.0841,0.0241,19884,0.488116087,26188,0.5443729,0.293124066,51033.5,50500,53562,80600
Augusta University,GA,3,85.53,1110,5098,0.4706,0.2713,0.1,0.0792,13417,0.479966611,20500,0.673245614,0.283190067,37793.5,70600,48472,129400
Indiana University-Kokomo,IN,3,85.75,1110,2419,0.7768,0.0455,0.1021,0.0153,6934,0.37236534,16961,0.677976953,0.402624309,41864.5,40500,49917,65000
Framingham State University,MA,3,87.41,1110,2712,0.5468,0.1696,0.1954,0.0336,17874,0.487735849,25000,0.598870057,0.322507123,55277,49000,52349,78000
University of North Florida,FL,3,70.5,1100,13866,0.5834,0.1152,0.1588,0.0589,8852,0.54496788,15531,0.61454833,0.31708351,37074,49200,56343,82600
Central Michigan University,MI,3,78.95,1100,10297,0.7606,0.0968,0.0527,0.0136,14630,0.549340498,27000,0.592287234,0.293298035,57838,46200,55874,75500
Grace College and Theological Seminary,IN,3,84.62,1100,1458,0.7942,0.0322,0.0748,0.0171,17825,0.670353982,19500,0.628865979,0.281400966,62574,37500,45411,68200
Xavier University of Louisiana,LA,3,95.16,1100,2681,0.0134,0.8631,0.0407,0.0246,17977,0.392405063,24053,0.747851003,0.26572327,33111.5,64500,52184,127300
Saint Leo University,FL,3,80.1,1100,6717,0.2922,0.2013,0.1711,0.0122,19031,0.288311688,25278,0.672127016,0.491043203,22361,50500,48364,89400
Castleton University,VT,3,80.51,1100,1585,0.8057,0.0448,0.0391,0.0177,16355,0.512145749,24802,0.5093412,0.345005149,66456,40800,51061,67300
Trevecca Nazarene University,TN,3,70.87,1100,1738,0.561,0.1024,0.1323,0.0207,14928,0.461305008,18744,0.675904542,0.391638225,40243,49000,49378,80900
Purdue University Fort Wayne,IN,3,80.66,1100,5482,0.7138,0.0655,0.0949,0.0527,11347,0.321851453,21500,0.587204451,0.351973684,46408,39800,45872,70200
Southern California Institute of Architecture,CA,3,59.84,1100,245,0.1592,0.0204,0.1265,0.1061,14174,0,0,0.419354839,0,27841,44200,71909,0
Huntington University,IN,3,77.5,1100,1066,0.8377,0.0356,0.0206,0.0178,13294,0.553648069,25576,0.662707839,0.310945274,57815,39000,46672,65800
Aquinas College,MI,3,90.78,1100,1107,0.7127,0.0271,0.0768,0.0208,17682,0.541899441,23000,0.639669422,0.219178082,65630,42400,49584,69900
Husson University,ME,3,91.31,1100,2338,0.834,0.0629,0.0098,0.0094,19517,0.521798365,27000,0.533425224,0.321789322,53850,42500,45025,73700
University of Mary Hardin-Baylor,TX,3,95.67,1100,3013,0.533,0.1394,0.2532,0.0166,30391,0.504158004,26000,0.633122484,0.324408468,48296,48700,56132,76400
College of Mount Saint Vincent,NY,3,88.89,1100,2233,0.3954,0.1388,0.3309,0.0528,18009,0.549019608,25000,0.711962834,0.410183876,34712,61000,65756,97900
Lake Superior State University,MI,3,76.91,1100,1468,0.3481,0.0061,0.0082,0.0061,14724,0.396551724,23250,0.556390977,0.330316742,49053,42000,49045,71200
Franklin College,IN,3,92.86,1100,859,0.8091,0.0559,0.0536,0.0198,18419,0.601449275,27000,0.46628131,0.293762576,74443,46300,55376,75000
Dallas Baptist University,TX,3,91.37,1100,2674,0.5445,0.1025,0.1597,0.0221,27591,0.467302452,21591,0.610486891,0.323314379,43504,49200,56807,81300
Franklin Pierce University,NH,3,92.72,1100,1115,0.7345,0.0646,0.0879,0.0143,29424,0.428571429,27000,0.542266187,0.297769156,74866.5,45000,53353,70300
Spring Hill College,AL,3,72.63,1090,932,0.6062,0.1309,0.0944,0.015,19449,0,27000,0.645259939,0.251633987,61189,51300,51500,84300
Johnson & Wales University-Providence,RI,3,83.43,1090,4135,0.5867,0.1076,0.1574,0.0375,31608,0.512580877,26000,0.635339712,0.346414073,41456,42200,43418,68100
La Roche University,PA,3,97.36,1090,794,0.5718,0.0403,0.0353,0.0101,23931,0.606837607,25000,0.633888048,0.356913183,49806,42800,52341,71600
Georgetown College,KY,3,71.52,1090,1204,0.7558,0.0831,0.0648,0.0058,14522,0.442906574,25200,0.525754885,0.330855019,59301,50500,52074,79900
Kent State University at Kent,OH,3,88.02,1090,19179,0.7497,0.0906,0.043,0.022,18340,0.462510187,24500,0.63649635,0.359402985,50411,42400,45388,69200
Hardin-Simmons University,TX,3,88.25,1090,1323,0.542,0.1141,0.2577,0.0121,21039,0.487119438,24711,0.530379747,0.314713897,53330,48300,54771,80700
Saint Cloud State University,MN,3,95.28,1090,5395,0.6263,0.1121,0.0504,0.0519,14719,0.396212121,21058,0.549813201,0.267662399,51641,48600,55813,75600
Capital University,OH,3,72.15,1090,1905,0.6987,0.116,0.0604,0.0262,24223,0.546753247,26889,0.625702247,0.275147929,61200,48400,54143,76000
Indiana University-East,IN,3,77.55,1090,2472,0.7553,0.0603,0.0688,0.021,8360,0.454138702,18000,0.678467789,0.446296296,35515,34800,47156,61200
University of Nevada-Las Vegas,NV,3,85.31,1090,24329,0.2419,0.0915,0.3434,0.1596,11779,0.412698413,19450,0.596626288,0.423497963,34261,49600,55037,85800
Grand Valley State University,MI,3,90.37,1090,18487,0.7937,0.0528,0.0679,0.0282,15545,0.55217575,24500,0.611234901,0.273298817,63788,47200,56118,73200
Thomas More University,KY,3,94.24,1090,1420,0.7585,0.0803,0.0387,0.0127,17801,0.436548223,26236,0.479815456,0.368221942,59077,58900,59384,97100
Tuskegee University,AL,3,29.69,1090,2100,0.0062,0.909,0.0186,0.0033,32297,0.454833597,27000,0.65095057,0.230643847,35336,42200,49641,81200
Malone University,OH,3,77.56,1090,818,0.7359,0.0733,0.033,0.0134,20670,0.523809524,26289,0.568521031,0.327089337,58891,48100,48909,82800
The University of Tennessee Southern,TN,3,80.26,1090,787,0.7535,0.0597,0.0496,0.0076,15725,0.308641975,21500,0.632107023,0.41025641,29930,36300,38924,58900
Louisiana State University-Shreveport,LA,3,88.91,1090,2137,0.5681,0.2475,0.015,0.0159,7793,0.310144928,22500,0.664489796,0.402714932,25731,41000,47477,74100
Manhattan Christian College,KS,3,47.96,1090,121,0.7851,0.0579,0.0744,0.0083,23908,0.433962264,24250,0.425806452,0.268965517,49684,38800,48860,73100
Southern Wesleyan University,SC,3,51.18,1090,798,0.6654,0.1692,0.0627,0.005,16920,0.497126437,26000,0.631367292,0.391495601,37260,46200,47756,88400
Anderson University,IN,3,51.75,1090,1111,0.7408,0.1035,0.0549,0.0153,20896,0.524691358,27000,0.563517915,0.231651376,59206,41300,48899,71900
Faith Baptist Bible College and Theological Seminary,IA,3,52.45,1090,313,0.8435,0.0096,0.0415,0.0096,15504,0.557142857,12971,0.571428571,0,48044,38700,40650,60400
Minnesota State University Moorhead,MN,3,56.62,1090,3462,0.7932,0.0497,0.0456,0.0165,17330,0.496212121,20000,0.596189591,0.201385453,64366,44900,50527,68500
Morehouse College,GA,3,60.01,1090,2564,0.002,0.9844,0.0004,0,36836,0.362676056,25000,0,0.197169811,39421,49000,52889,96300
Avila University,MO,3,67.63,1090,937,0.4664,0.2711,0.174,0.0181,15220,0.437799043,25000,0.629274966,0.36746988,38722,49700,52773,75600
University of Central Oklahoma,OK,3,69.94,1090,10400,0.5202,0.0843,0.1453,0.0444,17868,0.351669316,21000,0.614212298,0.371907267,35444,44900,48351,77600
Minnesota State University-Mankato,MN,3,70.68,1090,11354,0.7132,0.0587,0.0565,0.0368,17812,0.441755963,21106,0.569521691,0.242115972,68513,48400,56922,76700
University of Central Missouri,MO,3,71.34,1090,5920,0.7728,0.0818,0.066,0.0115,14759,0.504266212,21000,0.588794154,0.3339464,48556,42600,49560,72300
University of Wisconsin-Parkside,WI,3,72.83,1090,2969,0.6224,0.0751,0.2001,0.0293,9923,0.373937677,20492,0.566447701,0.409470752,42730,42600,51129,70500
Mount Mercy University,IA,3,75.27,1090,1201,0.7061,0.0758,0.0225,0.0233,23298,0.657894737,23699,0.717241379,0.288198758,50311.5,48400,60787,75000
Bemidji State University,MN,3,77.52,1090,3187,0.8045,0.0279,0.0336,0.0169,16075,0.441860465,19750,0.598165903,0.272524532,57931,44000,53755,67000
University of Bridgeport,CT,3,81.51,1090,1604,0.2338,0.3435,0.2955,0.0374,26331,0.420838972,25750,0.709115282,0.424291498,32763.5,47100,50323,78600
Logan University,MO,3,81.82,1090,288,0.6736,0.1042,0.0313,0.0694,13932,0.595744681,10250,0.521367521,0.365384615,24383,55400,55838,89200
University of Wisconsin-Whitewater,WI,3,82.38,1090,8893,0.8118,0.0437,0.086,0.0189,14648,0.583835947,23188,0.514368456,0.299623707,70028,45800,55356,74300
University of Wisconsin-River Falls,WI,3,84.48,1090,4327,0.871,0.0178,0.0388,0.027,13581,0.560153257,20500,0.6388334,0.264529915,69526,44900,54458,72100
University of New Hampshire at Manchester,NH,3,85.28,1090,507,0.6844,0.0316,0.0966,0.0611,18131,0.699776429,26814,0.557601955,0.174486235,89334,57700,66479,89300
Pittsburg State University,KS,3,86.18,1090,4221,0.7816,0.0365,0.0749,0.0073,16211,0.349581112,18969,0.511989903,0.323223178,49467,44400,50579,74800
University of Wisconsin-Milwaukee,WI,3,86.32,1090,17076,0.6419,0.0704,0.1422,0.0647,16427,0.445422166,23000,0.56415828,0.33047751,50518.5,48200,54990,74700
Texas State University,TX,3,87.7,1090,33834,0.4016,0.0934,0.4205,0.0257,14840,0.527698245,21000,0.600847929,0.358270419,42889,51100,56906,82200
Shippensburg University of Pennsylvania,PA,3,87.8,1090,4283,0.7252,0.1286,0.0703,0.0152,21562,0.510992276,25000,0.527179157,0.335327234,65945,48200,56351,80400
Texas A & M University-Corpus Christi,TX,3,87.97,1090,7818,0.3498,0.0359,0.5168,0.0274,17937,0.339110776,23000,0.625494854,0.390052356,37435.5,48600,51865,81800
University of Wisconsin-Green Bay,WI,3,89.62,1090,6305,0.7807,0.0259,0.0815,0.0387,13404,0.519708029,18500,0.680396644,0.363110008,53209,44500,52528,67800
University of Detroit Mercy,MI,3,90.53,1090,2322,0.5573,0.1154,0.0754,0.0732,16196,0.61809816,23250,0.679580307,0.287119857,43983,53700,71030,81000
Arkansas Tech University,AR,3,94.39,1090,6108,0.7205,0.0706,0.1074,0.018,13765,0.390804598,21000,0.566136413,0.457478006,32169,38600,41766,69600
University of Memphis,TN,3,94.6,1090,14181,0.4019,0.3884,0.0958,0.0453,13216,0.456570156,23300,0.601940402,0.367559988,28800,43200,48458,74200
Saint Martin's University,WA,3,95.04,1090,1344,0.3765,0.0714,0.2247,0.1042,20444,0.606451613,22500,0.587521664,0.340952381,41889,51600,62092,87600
Emporia State University,KS,3,95.67,1090,2663,0.7262,0.0342,0.0616,0.0128,14750,0.480662983,19500,0.627705628,0.339609953,51017,40300,47601,64500
University of New Mexico-Main Campus,NM,3,96.07,1090,15642,0.2854,0.0307,0.5065,0.0421,13873,0.368161251,18450,0.583267293,0.410344389,27972,43900,44792,81000
Southeastern Louisiana University,LA,3,98.98,1090,9567,0.6627,0.1976,0.0723,0.0096,12387,0.328255903,22113,0.639431616,0.39908357,34942,42800,46482,70200
Wright State University-Lake Campus,OH,3,99.85,1090,984,0.8933,0.0356,0.0173,0.0132,12294,0.397670025,22750,0.559505671,0.351262948,45025,46100,49500,75300
University of Arkansas at Little Rock,AR,3,61.46,1090,4802,0.4933,0.2597,0.0344,0.0217,16711,0.289168766,22000,0.646490999,0.391040462,27239,39500,45265,70000
McNeese State University,LA,3,71.24,1090,4928,0.6609,0.1597,0.0436,0.0175,10768,0.344748858,23000,0.637117904,0.384801549,35341.5,45000,46453,83300
Northwest Missouri State University,MO,3,85.56,1090,4679,0.8224,0.0447,0.0492,0.0071,13732,0.476831091,21500,0.6122856,0.308085106,56470,43700,47885,75800
Austin Peay State University,TN,3,93.82,1090,7054,0.5303,0.2162,0.1097,0.0232,15914,0.318199763,20547,0.599089289,0.395009936,31930,38800,44301,68200
Blue Mountain Christian University,MS,3,95.7,1090,540,0.6722,0.137,0.0519,0.0019,17075,0.484126984,18534,0.525951557,0.369565217,36485,29200,40421,49800
Northwestern State University of Louisiana,LA,3,97.93,1090,6243,0.535,0.2957,0.0662,0.0098,15540,0.39556962,25000,0.734355366,0.424301676,30223,39600,47021,72900
Southern Virginia University,VA,3,99.45,1090,1053,0.7322,0.0399,0.0893,0.0123,21145,0.328063241,24224,0.511627907,0.171428571,55443,39100,50002,73500
Missouri Southern State University,MO,3,99.48,1090,3245,0.682,0.0659,0.0878,0.029,10097,0.307392996,19174,0.607025607,0.452233927,33600.5,38100,42620,63500
Southern Arkansas University Main Campus,AR,3,63.61,1090,2787,0.6261,0.2257,0.0657,0.0068,16307,0.392094017,18750,0.561941964,0.420921544,29945.5,39000,42386,70600
University of New Orleans,LA,3,69.76,1090,4925,0.4359,0.2333,0.1287,0.091,11352,0.3187841,18750,0.578884935,0.406360424,29218,43500,47872,77600
Trinity Christian College,IL,3,70.68,1090,783,0.5556,0.1392,0.2005,0.0204,20384,0.515669516,25009,0.688816856,0.329090909,50000,44600,55700,73700
Western Kentucky University,KY,3,96.95,1090,12149,0.7675,0.0897,0.0537,0.0283,12329,0.41202346,22095,0.602534738,0.35703728,41838,38600,43889,66800
Nicholls State University,LA,3,98.43,1090,4808,0.6641,0.1778,0.0555,0.0154,12330,0.392581144,22675,0.634654679,0.458371041,36747,43800,45454,74500
Appalachian Bible College,WV,3,100,1090,182,0.7527,0.022,0,0.011,14764,0.58490566,11000,0.569767442,0,41816.5,33200,37467,66100
University of the Ozarks,AR,3,60.08,1090,767,0.4237,0.0626,0.1343,0.013,14973,0.405405405,20875,0.485955056,0.346875,40931.5,38600,44384,62900
Midland University,NE,3,64.9,1090,1204,0.5748,0.0748,0.1553,0.0249,22676,0.441102757,26134,0.425948592,0.341238472,61980,44400,52163,72600
Millikin University,IL,3,75.4,1090,1603,0.6606,0.1859,0.0443,0.0187,9309,0.539347409,27000,0.544904137,0.318478261,49741,47200,51262,81900
Northern State University,SD,3,78.14,1090,1258,0.8021,0.0374,0.0501,0.027,17523,0.303664921,22320,0.605333333,0.306916427,52170,37300,47618,62900
Aurora University,IL,3,81.9,1090,3987,0.4046,0.0599,0.3958,0.0356,18815,0.635585971,20318,0.665131276,0.456946646,45293,46200,58709,79500
Ursuline College,OH,3,85.08,1090,618,0.5356,0.2702,0.0113,0.0405,16651,0.472826087,26250,0.936,0.344023324,37541,50400,56878,89200
University of Science and Arts of Oklahoma,OK,3,56.3,1090,808,0.6089,0.0495,0.0594,0.0087,8327,0.355731225,21750,0.704697987,0.431761787,34238,36400,41913,64900
Tennessee Wesleyan University,TN,3,60.74,1090,906,0.7395,0.0684,0.0486,0.011,14124,0.13125,20000,0.620102215,0.414678899,39880,43700,45989,67000
Huntingdon College,AL,3,65.95,1090,810,0.6691,0.1914,0.0568,0.0037,23610,0.515060241,27000,0.470414201,0.3456,37577,43600,49601,73200
DeVry University-Illinois,IL,3,43.02,1090,23164,0.4077,0.3011,0.1611,0.0259,29955,0.218566206,24807,0.605904902,0.502252141,22648,50300,45987,91000
Louisiana Christian University,LA,3,74.61,1090,767,0.6037,0.2608,0.0352,0.0065,15340,0.310469314,21875,0.440414508,0.368421053,32431,48300,51700,77600
Black Hills State University,SD,3,96.64,1090,1933,0.8903,0.0057,0.0326,0.0036,17111,0.285894207,26000,0.621880998,0.283967391,51046,40500,46674,67900
Johnson University,TN,3,63.21,1080,668,0.8308,0.0434,0.0329,0.0045,20947,0.38047138,21500,0.432122371,0.254545455,50581,31700,40596,58800
Wingate University,NC,3,86.15,1080,2509,0.4424,0.2348,0.0841,0.0187,18251,0.574918567,25000,0.645502646,0.287864534,57959.5,55700,52649,75100
University of North Georgia,GA,3,69.63,1080,15815,0.707,0.0372,0.1638,0.0315,10998,0.292688851,17750,0.57470651,0.340413066,44262.5,46200,50135,76500
University of Houston-Clear Lake,TX,3,69.37,1080,6343,0.3164,0.0653,0.4774,0.072,17774,0.563282337,17831,0.681438127,0.482107356,25351,52900,59004,94100
Dillard University,LA,3,79.89,1080,1220,0.0041,0.8664,0.027,0.0008,19117,0.460176991,31000,0.732484076,0.352852853,23449,37900,39196,69300
Youngstown State University,OH,3,80.6,1080,7741,0.7499,0.0729,0.0453,0.0159,11715,0.377423524,24000,0.550444444,0.384373488,42139,40200,41544,69200
Bethel College-North Newton,KS,3,97.15,1080,497,0.5392,0.1811,0.1569,0.0181,24956,0.43814433,24000,0.472891566,0.344051447,42987.5,45600,49898,62200
Union College,NE,3,98.83,1080,475,0.4905,0.0821,0.2589,0.0463,22880,0.475,27000,0.62962963,0.245341615,47851,47700,55045,88500
Farmingdale State College,NY,3,73.17,1080,8915,0.4423,0.1031,0.2748,0.1181,8973,0.543362832,14718,0.463945173,0.397044004,40461.5,55800,69781,94300
Southwest Baptist University,MO,3,99.55,1080,1475,0.7471,0.0515,0.0373,0.0108,18748,0.453910615,20957,0.652011923,0.354943274,35563.5,37400,43112,66500
University of South Carolina Aiken,SC,3,75.62,1080,2817,0.6092,0.2229,0.0738,0.0138,11476,0.385681293,24275,0.656100479,0.327096774,38483.5,40800,45603,72000
Bay Path University,MA,3,75.63,1080,1263,0.4513,0.1251,0.2383,0.0238,17183,0.448863636,24901,0,0.49706622,32289,44800,55383,78600
Dominican University New York,NY,3,88.97,1080,1079,0.2641,0.1446,0.4013,0.0575,22920,0.464412811,25000,0.68558952,0.321295143,43171,52500,61171,94400
Montclair State University,NJ,3,91.31,1080,16902,0.3702,0.132,0.3596,0.0679,15677,0.613445378,22000,0.626289341,0.412447257,40178,52400,61415,88200
Southern Illinois University-Edwardsville,IL,3,97.51,1080,9283,0.6865,0.1381,0.0634,0.024,12446,0.475669958,20500,0.579223929,0.306874865,49753.5,50800,56346,80100
Ottawa University-Surprise,AZ,3,28.66,1080,1098,0.4044,0.1056,0.337,0.0155,35217,0.406649616,21500,0.62745098,0.400868307,37231.5,48100,55552,78100
Eastern Connecticut State University,CT,3,73.83,1080,3534,0.652,0.0891,0.1296,0.0269,18092,0.520126283,24250,0.581178466,0.344653511,61960,49000,56469,74300
