School Name,Type,Major,Description,1 Year,4 Years,5 Years
Metropolitan State University of Denver,Public,Nursing,Bachelor's Degree,77333,70699,83865
Old Dominion University,Public,Nursing,Bachelor's Degree,76527,76840,83865
Keene State College,Public,Nursing,Bachelor's Degree,74915,76195,83703
East Stroudsburg University of Pennsylvania,Public,Nursing,Bachelor's Degree,80020,74073,83676
North Park University,"Private, nonprofit",Nursing,Bachelor's Degree,73846,76478,83592
Cabarrus College of Health Sciences,"Private, nonprofit",Nursing,Bachelor's Degree,73944,75076,83566
Concordia University Ann Arbor,"Private, nonprofit",Nursing,Bachelor's Degree,72393,73729,83546
Concordia University-Wisconsin,"Private, nonprofit",Nursing,Bachelor's Degree,72393,73729,83546
Ohio University-Chillicothe Campus,Public,Nursing,Bachelor's Degree,75809,72703,83524
Ohio University-Eastern Campus,Public,Nursing,Bachelor's Degree,75809,72703,83524
Ohio University-Lancaster Campus,Public,Nursing,Bachelor's Degree,75809,72703,83524
Ohio University-Main Campus,Public,Nursing,Bachelor's Degree,75809,72703,83524
Ohio University-Southern Campus,Public,Nursing,Bachelor's Degree,75809,72703,83524
Ohio University-Zanesville Campus,Public,Nursing,Bachelor's Degree,75809,72703,83524
Northwest University,"Private, nonprofit",Nursing,Bachelor's Degree,84504,77913,83478
Illinois State University,Public,Nursing,Bachelor's Degree,72709,72761,83441
Nebraska Wesleyan University,"Private, nonprofit",Nursing,Bachelor's Degree,76333,73776,83400
Aultman College of Nursing and Health Sciences,"Private, nonprofit",Nursing,Bachelor's Degree,71961,79153,83300
AdventHealth University,"Private, nonprofit",Nursing,Bachelor's Degree,71026,74049,83265
Saint Xavier University,"Private, nonprofit",Nursing,Bachelor's Degree,78285,74864,83102
Thomas More University,"Private, nonprofit",Nursing,Bachelor's Degree,70955,63765,83087
Kennesaw State University,Public,Nursing,Bachelor's Degree,80560,71422,83064
Northwestern State University of Louisiana,Public,Nursing,Bachelor's Degree,74935,71773,82918
Indiana Wesleyan University-Marion,"Private, nonprofit",Nursing,Bachelor's Degree,73557,73087,82903
Indiana Wesleyan University-National & Global,"Private, nonprofit",Nursing,Bachelor's Degree,73557,73087,82903
Indiana University-Kokomo,Public,Nursing,Bachelor's Degree,74172,68064,82888
University of Central Florida,Public,Nursing,Bachelor's Degree,73765,68602,82872
Bethel University,"Private, nonprofit",Nursing,Bachelor's Degree,75371,75417,82863
American Public University System,"Private, for-profit",Nursing,Bachelor's Degree,85161,64275,82848
The University of Texas at Austin,Public,Nursing,Bachelor's Degree,75095,73745,82838
Southwestern Oklahoma State University,Public,Nursing,Bachelor's Degree,75846,74597,82827
Saint Cloud State University,Public,Nursing,Bachelor's Degree,74111,74157,82809
University of Kansas,Public,Nursing,Bachelor's Degree,65347,68800,82749
Duquesne University,"Private, nonprofit",Nursing,Bachelor's Degree,70265,69735,82748
Southern Adventist University,"Private, nonprofit",Nursing,Bachelor's Degree,66005,66429,82724
University of New England,"Private, nonprofit",Nursing,Bachelor's Degree,77895,71590,82667
Slippery Rock University of Pennsylvania,Public,Nursing,Bachelor's Degree,79156,73974,82587
Colorado Mesa University,Public,Nursing,Bachelor's Degree,69631,69568,82496
University of New Hampshire-Main Campus,Public,Nursing,Bachelor's Degree,77271,71346,82473
Lees-McRae College,"Private, nonprofit",Nursing,Bachelor's Degree,69776,72955,82456
University of Oklahoma-Health Sciences Center,Public,Nursing,Bachelor's Degree,70625,70301,82394
University of Oklahoma-Norman Campus,Public,Nursing,Bachelor's Degree,70625,70301,82394
Duke University,"Private, nonprofit",Nursing,Bachelor's Degree,77288,71426,82377
Hondros College of Nursing,"Private, for-profit",Nursing,Bachelor's Degree,74394,74773,82353
Boise State University,Public,Nursing,Bachelor's Degree,79301,73200,82246
Chatham University,"Private, nonprofit",Nursing,Bachelor's Degree,70404,75487,82161
University of Wisconsin-Green Bay,Public,Nursing,Bachelor's Degree,70213,76016,82145
Minnesota State University-Mankato,Public,Nursing,Bachelor's Degree,75655,73888,82073
University of Virginia-Main Campus,Public,Nursing,Bachelor's Degree,75220,72437,82057
University of Saint Francis-Fort Wayne,"Private, nonprofit",Nursing,Bachelor's Degree,74478,68656,82041
Columbus State University,Public,Nursing,Bachelor's Degree,74454,66973,82023
Angelo State University,Public,Nursing,Bachelor's Degree,73544,71343,81977
Robert Morris University,"Private, nonprofit",Nursing,Bachelor's Degree,67518,68694,81943
Spring Arbor University,"Private, nonprofit",Nursing,Bachelor's Degree,77680,74629,81930
Oklahoma Panhandle State University,Public,Nursing,Bachelor's Degree,78753,75453,81900
Ferris State University,Public,Nursing,Bachelor's Degree,74851,72757,81858
DeSales University,"Private, nonprofit",Nursing,Bachelor's Degree,79460,71131,81838
Lewis-Clark State College,Public,Nursing,Bachelor's Degree,77965,75325,81832
The University of Texas Health Science Center at San Antonio,Public,Nursing,Bachelor's Degree,70826,67660,81823
St Olaf College,"Private, nonprofit",Nursing,Bachelor's Degree,76078,73830,81743
Louisiana State University Health Sciences Center-New Orleans,Public,Nursing,Bachelor's Degree,76998,67446,81703
Southern University and A & M College,Public,Nursing,Bachelor's Degree,79871,65490,81687
University of Saint Mary,"Private, nonprofit",Nursing,Bachelor's Degree,70349,73836,81617
University of Michigan-Ann Arbor,Public,Nursing,Bachelor's Degree,75458,72474,81553
Herzing University-Akron,"Private, nonprofit",Nursing,Bachelor's Degree,75774,70560,81525
Herzing University-Atlanta,"Private, nonprofit",Nursing,Bachelor's Degree,75774,70560,81525
Herzing University-Brookfield,"Private, nonprofit",Nursing,Bachelor's Degree,75774,70560,81525
Herzing University-Kenosha,"Private, nonprofit",Nursing,Bachelor's Degree,75774,70560,81525
Herzing University-Madison,"Private, nonprofit",Nursing,Bachelor's Degree,75774,70560,81525
Herzing University-Minneapolis,"Private, nonprofit",Nursing,Bachelor's Degree,75774,70560,81525
Herzing University-Orlando,"Private, nonprofit",Nursing,Bachelor's Degree,75774,70560,81525
Herzing University-Tampa,"Private, nonprofit",Nursing,Bachelor's Degree,75774,70560,81525
Georgia State University,Public,Nursing,Bachelor's Degree,78165,72421,81487
Arkansas State University,Public,Nursing,Bachelor's Degree,73423,64306,81485
Bloomsburg University of Pennsylvania,Public,Nursing,Bachelor's Degree,77809,69182,81466
Research College of Nursing,"Private, for-profit",Nursing,Bachelor's Degree,75705,71945,81458
Shepherd University,Public,Nursing,Bachelor's Degree,75914,71847,81437
Baylor University,"Private, nonprofit",Nursing,Bachelor's Degree,75213,71804,81389
The University of Tennessee Health Science Center,Public,Nursing,Bachelor's Degree,70619,70002,81386
Russell Sage College,"Private, nonprofit",Nursing,Bachelor's Degree,73302,70019,81378
Elmhurst University,"Private, nonprofit",Nursing,Bachelor's Degree,73820,75182,81296
Creighton University,"Private, nonprofit",Nursing,Bachelor's Degree,77587,71352,81280
Concordia University Texas,"Private, nonprofit",Nursing,Bachelor's Degree,73290,68520,81278
Eastern Michigan University,Public,Nursing,Bachelor's Degree,75760,72099,81223
California University of Pennsylvania,Public,Nursing,Bachelor's Degree,70857,75670,81136
Wisconsin Lutheran College,"Private, nonprofit",Nursing,Bachelor's Degree,72598,72082,81124
University of Wisconsin-Madison,Public,Nursing,Bachelor's Degree,75513,73330,81103
University of the Virgin Islands,Public,Nursing,Bachelor's Degree,78365,72350,81101
Benedictine University,"Private, nonprofit",Nursing,Bachelor's Degree,80136,81995,80958
Middle Georgia State University,Public,Nursing,Bachelor's Degree,70650,69190,80931
Cumberland University,"Private, nonprofit",Nursing,Bachelor's Degree,67094,66878,80903
York College of Pennsylvania,"Private, nonprofit",Nursing,Bachelor's Degree,77469,74835,80845
Denver College of Nursing,"Private, for-profit",Nursing,Bachelor's Degree,76161,70621,80769
Florida Southern College,"Private, nonprofit",Nursing,Bachelor's Degree,75019,71193,80669
Hampton University,"Private, nonprofit",Nursing,Bachelor's Degree,69303,73486,80664
Presentation College,"Private, nonprofit",Nursing,Bachelor's Degree,72238,68554,80657
University of South Carolina Beaufort,Public,Nursing,Bachelor's Degree,64671,71391,80634
SUNY Brockport,Public,Nursing,Bachelor's Degree,75698,71132,80590
Rhode Island College,Public,Nursing,Bachelor's Degree,73235,72650,80586
Texas A & M University-Corpus Christi,Public,Nursing,Bachelor's Degree,71760,69709,80552
Graceland University-Lamoni,"Private, nonprofit",Nursing,Bachelor's Degree,66955,79605,80498
Cedar Crest College,"Private, nonprofit",Nursing,Bachelor's Degree,80844,68838,80463
Saint Louis University,"Private, nonprofit",Nursing,Bachelor's Degree,70226,68023,80449
Potomac State College of West Virginia University,Public,Nursing,Bachelor's Degree,71298,67758,80411
West Virginia University,Public,Nursing,Bachelor's Degree,71298,67758,80411
West Virginia University Institute of Technology,Public,Nursing,Bachelor's Degree,71298,67758,80411
Augusta University,Public,Nursing,Bachelor's Degree,74307,67564,80407
Western Illinois University,Public,Nursing,Bachelor's Degree,74490,67859,80342
King University,"Private, nonprofit",Nursing,Bachelor's Degree,68012,73580,80332
The University of Alabama,Public,Nursing,Bachelor's Degree,73000,65351,80311
Bob Jones University,"Private, nonprofit",Nursing,Bachelor's Degree,73493,62743,80294
Saginaw Valley State University,Public,Nursing,Bachelor's Degree,76244,67509,80239
University of Colorado Colorado Springs,Public,Nursing,Bachelor's Degree,71864,69329,80208
Doane University,"Private, nonprofit",Nursing,Bachelor's Degree,80849,67042,80193
D'Youville  University,"Private, nonprofit",Nursing,Bachelor's Degree,75587,75006,80165
Illinois Wesleyan University,"Private, nonprofit",Nursing,Bachelor's Degree,75629,74921,80063
Aurora University,"Private, nonprofit",Nursing,Bachelor's Degree,72520,69679,80026
Valparaiso University,"Private, nonprofit",Nursing,Bachelor's Degree,73747,68586,79968
University of North Carolina Wilmington,Public,Nursing,Bachelor's Degree,74463,71322,79949
Union University,"Private, nonprofit",Nursing,Bachelor's Degree,68399,64650,79882
Florida Gulf Coast University,Public,Nursing,Bachelor's Degree,70964,71282,79851
Indiana University-East,Public,Nursing,Bachelor's Degree,72491,69790,79842
Carroll College,"Private, nonprofit",Nursing,Bachelor's Degree,75007,67000,79827
University of Colorado Denver/Anschutz Medical Campus,Public,Nursing,Bachelor's Degree,75503,68051,79814
Case Western Reserve University,"Private, nonprofit",Nursing,Bachelor's Degree,69389,65924,79780
Liberty University,"Private, nonprofit",Nursing,Bachelor's Degree,71918,70066,79773
Florida State University,Public,Nursing,Bachelor's Degree,69997,64095,79752
Gardner-Webb University,"Private, nonprofit",Nursing,Bachelor's Degree,71337,66782,79750
Southeastern Louisiana University,Public,Nursing,Bachelor's Degree,73910,66459,79720
James Madison University,Public,Nursing,Bachelor's Degree,76490,71473,79692
Kentucky Christian University,"Private, nonprofit",Nursing,Bachelor's Degree,76970,70627,79646
Michigan State University,Public,Nursing,Bachelor's Degree,75081,69853,79580
Roberts Wesleyan University,"Private, nonprofit",Nursing,Bachelor's Degree,75953,67228,79573
Edgewood College,"Private, nonprofit",Nursing,Bachelor's Degree,73249,72588,79487
The University of Texas at Tyler,Public,Nursing,Bachelor's Degree,73963,70461,79481
Nazareth College,"Private, nonprofit",Nursing,Bachelor's Degree,76684,68455,79445
The University of West Florida,Public,Nursing,Bachelor's Degree,73787,67805,79429
Bemidji State University,Public,Nursing,Bachelor's Degree,77639,71027,79411
University of Maine at Augusta,Public,Nursing,Bachelor's Degree,82845,68022,79383
University of Central Missouri,Public,Nursing,Bachelor's Degree,70840,68161,79346
Pennsylvania College of Technology,Public,Nursing,Bachelor's Degree,78080,68578,79336
Mercer University,"Private, nonprofit",Nursing,Bachelor's Degree,76787,70738,79324
Wilkes University,"Private, nonprofit",Nursing,Bachelor's Degree,77226,72957,79269
Salisbury University,Public,Nursing,Bachelor's Degree,76477,68904,79207
University of North Carolina at Greensboro,Public,Nursing,Bachelor's Degree,68115,68752,79183
Winona State University,Public,Nursing,Bachelor's Degree,75313,72474,79166
University of South Carolina-Upstate,Public,Nursing,Bachelor's Degree,75849,67071,79162
Ohio State University-Main Campus,Public,Nursing,Bachelor's Degree,71175,69060,79123
Ohio State University-Newark Campus,Public,Nursing,Bachelor's Degree,71175,69060,79123
University of Holy Cross,"Private, nonprofit",Nursing,Bachelor's Degree,70806,64221,79102
North Carolina Central University,Public,Nursing,Bachelor's Degree,76142,73033,79100
Western Michigan University,Public,Nursing,Bachelor's Degree,75149,68115,79100
University of Mississippi,Public,Nursing,Bachelor's Degree,69353,66123,79095
Alverno College,"Private, nonprofit",Nursing,Bachelor's Degree,72005,69945,79094
Central Methodist University-College of Graduate and Extended Studies,"Private, nonprofit",Nursing,Bachelor's Degree,73569,69048,79090
Central Methodist University-College of Liberal Arts and Sciences,"Private, nonprofit",Nursing,Bachelor's Degree,73569,69048,79090
Marywood University,"Private, nonprofit",Nursing,Bachelor's Degree,73240,66323,79086
St. John Fisher University,"Private, nonprofit",Nursing,Bachelor's Degree,73333,66970,79048
Milwaukee School of Engineering,"Private, nonprofit",Nursing,Bachelor's Degree,73835,72289,78832
Bradley University,"Private, nonprofit",Nursing,Bachelor's Degree,73143,69752,78827
University of Vermont,Public,Nursing,Bachelor's Degree,73068,70358,78720
University of the Incarnate Word,"Private, nonprofit",Nursing,Bachelor's Degree,64720,67843,78704
MidAmerica Nazarene University,"Private, nonprofit",Nursing,Bachelor's Degree,66608,69170,78687
University of Central Oklahoma,Public,Nursing,Bachelor's Degree,71438,68341,78665
Dakota Wesleyan University,"Private, nonprofit",Nursing,Bachelor's Degree,67981,74077,78645
Northern Illinois University,Public,Nursing,Bachelor's Degree,75557,71507,78637
Piedmont University,"Private, nonprofit",Nursing,Bachelor's Degree,73416,64286,78610
Shawnee State University,Public,Nursing,Bachelor's Degree,67126,64794,78591
University of Arkansas,Public,Nursing,Bachelor's Degree,72043,66626,78557
Coastal Carolina University,Public,Nursing,Bachelor's Degree,84021,73434,78547
Georgia Southern University,Public,Nursing,Bachelor's Degree,72741,69167,78490
Middle Tennessee State University,Public,Nursing,Bachelor's Degree,65839,63829,78482
